100,10208
1002,16200
1002,180
100,21836
1002,18531
1002,48809
1002,597
1002,60129
100,2692
1003,1876
1003,2529
1003,4042
1003,49768
1003,58388
1003,8900
100,40920
1004,12175
1004,14694
1004,14718
1004,16452
1004,18165
1004,26306
1004,27693
1004,32843
1004,33225
1004,37477
1004,39577
1004,39987
1004,40959
1004,41541
1004,42179
1004,42218
1004,43619
1004,44270
1004,48898
1004,49502
1004,49766
1004,56073
1004,56853
1004,62165
1004,688
100,47569
100,51631
100,65948
1008,16736
1008,28333
1008,65838
1008,67008
1008,9152
1009,15809
1009,16084
1009,19813
1009,22715
1009,23660
1009,23962
1009,31975
1009,33103
1009,33740
1009,45917
1009,50446
1009,52782
1009,55412
1009,59568
1009,64950
1009,65181
1009,66660
1010,22429
1011,15498
101,12883
1012,14532
1012,2285
1012,48530
1012,53301
1012,53600
1012,66912
1012,9330
1012,9452
1012,9459
1014,1019
1014,1034
1014,13951
1014,14972
1014,1926
1014,19
1014,22085
1014,22714
1014,25930
1014,26083
1014,26979
1014,29548
1014,31779
1014,3317
1014,35333
1014,37327
1014,37782
1014,38870
1014,41622
1014,43533
1014,44584
1014,5128
1014,53171
1014,54461
1014,57244
1014,57751
1014,62782
1014,62969
1014,66660
1014,6768
1014,7302
1015,34395
1015,36653
1015,48098
1015,64586
1015,65878
1015,7997
1015,8973
101,60135
1016,13519
1016,25964
1016,51234
101,65948
1016,63150
1016,65874
1016,9325
1017,19251
1017,2268
1017,36633
1017,41239
1017,54045
1017,56829
1017,5838
1017,66163
1019,19148
1019,52811
1019,56124
1019,60697
1019,63612
1020,23423
1020,29826
1020,31363
1020,42135
1020,44469
1020,49084
1020,57567
1020,60374
1020,63950
1020,66670
1021,16473
1021,16637
1021,25488
1021,28351
1021,37935
1021,60582
1021,64503
1022,12702
1022,13799
1022,13831
1022,16351
1022,17078
1022,17299
1022,17509
1022,18098
1022,19322
1022,19408
1022,19409
1022,21083
1022,2264
1022,25226
1022,26211
1022,26484
1022,2896
1022,29458
1022,3482
1022,41025
1022,51574
1022,55365
1022,55426
1022,55921
1022,58110
1022,58247
1022,62242
1022,63387
1022,65839
1022,67210
1022,7898
1023,20214
1023,23314
1023,26635
1023,28560
1023,30102
1023,58430
1023,60059
1023,66670
102,37569
1024,39981
1024,40452
1024,49616
1024,49756
1024,8205
1025,17508
1025,31590
1025,33897
1025,34689
1025,35401
1025,38799
1025,39981
1025,49616
1025,6191
1025,6563
1025,8205
1026,37570
1026,49616
1026,55914
102,66053
1026,8205
1027,2897
1027,29135
1027,41117
1027,52443
1028,20880
1028,22100
1028,25581
1028,46365
1029,38295
1029,63414
1030,18098
1030,2131
1030,3218
1030,59285
1030,59933
1032,18858
1032,19038
1032,58242
103,40975
1034,14864
1034,18441
1034,39301
1034,52038
1034,597
1034,63882
103,47767
1035,57911
1036,23975
1036,25308
1036,33388
1036,53334
1036,61628
1036,62653
1037,17939
1037,24475
1037,30651
1037,35233
1037,3591
1037,44785
1037,49782
1037,55125
1037,63248
1037,63872
1039,12023
1039,2907
1039,38354
1040,14497
1040,42572
1040,55683
1040,63150
1040,63267
1040,6563
104,18834
104,22348
1043,1919
1043,31422
1043,3600
104,33970
104,35583
1043,59016
1043,6005
1043,7594
104,42435
1044,26648
1044,28787
1044,29532
1044,36476
1044,367
1044,52182
1044,55585
1044,55683
1045,23356
1045,33349
1045,47767
104,55896
104,62098
104,66277
1050,26538
1050,3521
1050,39713
1050,61064
1050,64094
1050,9373
1051,20169
1051,24354
1051,30591
1051,35723
1051,37758
1051,38260
1051,47141
1051,48701
1051,4907
1051,49945
1051,53202
1051,54692
1051,55428
1051,8155
1052,12625
1052,13507
1052,13850
1052,21984
1052,3161
1052,31920
1052,40401
1052,43287
1052,52415
1052,53423
1052,65181
1054,10501
105,41163
1054,22033
1054,23484
1054,36102
1054,41118
1054,4997
1054,61064
1054,62580
1054,65181
105,56719
105,5931
1056,18987
1056,34997
1056,3595
1056,38766
1056,41092
1056,42324
1056,54045
1056,61733
1056,62584
1056,66620
1056,9390
1057,11757
1057,12297
1057,13723
1057,15158
1057,1560
1057,21095
1057,21537
1057,27640
1057,28998
1057,30342
1057,30463
1057,38359
1057,38369
1057,45686
1057,55963
1057,57555
1057,62742
1057,63182
1057,65319
1057,7048
1057,7119
1057,7120
1058,19396
1058,20599
1058,24502
1058,3751
1058,38491
1058,46269
1058,46452
1058,49675
1058,52415
1058,55594
1058,61710
1058,63010
1058,63100
1059,12041
1059,17915
1059,6520
1060,11996
1060,16071
1060,16594
1060,20852
1060,22655
1060,26120
1060,33349
1060,3407
1060,35235
1060,36372
1060,36426
1060,4179
1060,44297
1060,47506
1060,48701
1060,51635
1060,51918
1061,11444
1061,11450
1061,32853
1061,43458
1061,4482
1061,51485
1061,57796
1061,65418
106,16734
106,16736
1062,14268
1062,29736
1062,30686
1062,31962
1062,37006
1062,37529
1062,39452
1062,40400
1062,43353
1062,43507
