3230,52831
3230,63219
32,3128
323,13015
323,14595
323,14598
323,15927
323,21620
3232,20552
3232,53166
3232,53665
323,27427
3232,7895
323,28781
323,29379
323,30775
32,33226
323,32897
3233,47767
323,36670
323,38744
323,44039
323,51234
3235,2285
3235,34161
3236,42542
323,64904
3236,4914
3236,55276
3237,40332
3237,43120
3237,50269
32,37547
3237,63248
3237,63894
323,7691
32,38005
3238,14587
3238,2813
3238,34289
3238,45824
3238,46694
3238,56365
3238,58624
3238,62656
3238,9568
3239,12780
3239,13241
3239,22121
3239,26053
3239,26648
3239,32696
3239,38741
3239,45181
3239,53621
3239,56542
3239,60932
3239,61769
3239,65094
3240,13950
3240,19750
32,40400
3240,41380
32,40452
3240,47992
3240,50441
3240,54898
3240,59504
3240,61973
3240,63073
324,14366
324,20527
3242,15773
324,21851
3242,26050
32,42269
3242,2940
3242,31882
3242,37569
3242,50269
3242,51924
3242,61924
32,42652
3242,67954
324,28381
324,29831
324,3049
3243,13325
3243,2141
3243,2614
3243,26657
3243,30242
3243,32639
3243,4026
3243,46158
3243,47612
3243,52961
324,35384
3243,60601
3243,62860
3243,63915
324,37804
324,4062
32,44282
32,44555
324,46339
324,46669
324,50001
3,24507
324,51568
324,52983
3245,47767
3245,65445
324,56544
3246,14591
3246,17149
3246,18500
3246,20324
3246,23471
3246,26158
3246,30012
3246,30342
3246,33086
3246,39660
3246,41089
3246,42993
324,65008
3246,60109
3246,68155
324,66823
3246,9507
324,7576
3248,17510
3248,22800
3248,2471
3248,27300
3248,32606
3248,3383
3248,39124
3248,43948
3248,47837
3248,52716
3248,66949
32,48738
32,49137
3249,13882
3249,17631
3249,17758
3249,17954
3249,18839
3249,26749
3249,40331
3249,45901
3249,47612
3249,542
3249,59420
3250,13511
3250,13656
3250,26575
3250,35771
3250,50367
3250,52038
3250,60584
3250,63392
3250,9178
3250,9224
325,15650
325,18098
3252,10193
32,52596
325,26632
325,27694
325,37842
325,38823
32,53889
325,39177
3254,25020
3254,40887
325,44258
3254,42593
3254,56821
325,52182
3255,23426
3255,27104
325,53301
325,55247
3255,59258
3255,63248
3255,65540
3255,66993
325,57233
3256,21836
3258,1444
3258,22018
